OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,FullAddress,Latitude,Longitude
71264,MAVERIK COUNTRY STORE #649,I-25/US-85 EXIT 220 & SR-500,Albuquerque,NM,580,3.20566666,"I-25/US-85 EXIT 220 & SR-500, Albuquerque, NM",35.123827,-106.621701
71265,U SAVE FOOD STORES 1,SR-39/SR-55,Richwood,WV,44,3.599,"SR-39/SR-55, Richwood, WV",38.230265,-80.578921
71266,LOVES TRAVEL STOP #787,"I-81, EXIT 30 & SR-70 ",Mosheim,TN,405,3.55566666,"I-81, EXIT 30 & SR-70 , Mosheim, TN",35.060935,-89.402908
71267,LOVES TRAVEL STOP #878,"US-131/SR-43, EXIT 44",Kalamazoo,MI,431,3.649,"US-131/SR-43, EXIT 44, Kalamazoo, MI",42.266382,-85.33662
71267,LOVES TRAVEL STOP #878,"US-131/SR-43, EXIT 44",Kalamazoo,MI,431,3.589,"US-131/SR-43, EXIT 44, Kalamazoo, MI",42.266382,-85.33662
71267,LOVES TRAVEL STOP #878,"US-131/SR-43, EXIT 44",Kalamazoo,MI,431,3.689,"US-131/SR-43, EXIT 44, Kalamazoo, MI",42.266382,-85.33662
71268,MAVERIK COUNTRY STORE #650,SR 85 & W 900 S,West Jordan,UT,835,3.43233333,"SR 85 & W 900 S, West Jordan, UT",40.551586,-111.889008
71269,Maverik Country Store #652,I-84 & SR 79,Jerome,ID,787,3.394,"I-84 & SR 79, Jerome, ID",42.723631,-114.51852
71270,QUIKTRIP #7904,I-20 EXIT 285 ,Abilene,TX,575,2.87566666,"I-20 EXIT 285 , Abilene, TX",32.447868,-99.726891
71271,MAVERIK COUNTRY STORE #672,SR-69,Dewey                                   ,AZ,930,3.219,"SR-69, Dewey , AZ",34.5362633,-112.2450055
71275,ALLSUPS CONVENIENCE STORE #2272,US-67/US-84,Bangs,TX,575,2.93233333,"US-67/US-84, Bangs, TX",31.718586,-99.1140014
71276,Circle K #2706617,I-4 EXIT 28,Lakeland,FL,225,3.25066666,"I-4 EXIT 28, Lakeland, FL",28.673369,-82.413112
71277,CIRCLE K #2706619,I-75 EXIT 354,Ocala,FL,140,3.45733333,"I-75 EXIT 354, Ocala, FL",29.040472,-82.16227
71278,Kwik Trip #1506,SR-26,Fort Atkinson,WI,420,3.57733333,"SR-26, Fort Atkinson, WI",42.926467,-88.841626
71281,Pride (One9 Fuel Network) #1213,"I-40, Exit 25",Yucca,AZ,910,3.559,"I-40, Exit 25, Yucca, AZ",34.87223,-114.1494
71281,Pride Travel Center dba One9 #1213,"I-40, Exit 25",Yucca,AZ,910,3.559,"I-40, Exit 25, Yucca, AZ",34.87223,-114.1494
71282,QuikTrip #4128,SR-71,Bastrop,TX,595,2.96566666,"SR-71, Bastrop, TX",29.111911,-95.372438
71283,QUIKTRIP #7135,US-17 ,Hardeeville,SC,195,2.999,"US-17 , Hardeeville, SC",32.229562,-81.074549
71284,Loves Travel Stop #889,"I-22, Exit 30",Holly Springs,MS,435,3.31566666,"I-22, Exit 30, Holly Springs, MS",34.329098,-88.974835
71285,Shrees Truck Stop Seattle,SR-509,Seattle,WA,962,3.799,"SR-509, Seattle, WA",47.5459038,-122.334088
71286,RACETRAC #2323,I-75 EXIT 128,Fort Myers,FL,225,3.299,"I-75 EXIT 128, Fort Myers, FL",26.685464,-81.668357
71287,RACETRAC #482,I-310 EXIT 2A,Saint Rose                              ,LA,725,3.12566666,"I-310 EXIT 2A, Saint Rose , LA",29.79855,-90.825895
71288,SHEETZ #700,"I-270, EXIT 49 & SR-317",Groveport,OH,315,3.059,"I-270, EXIT 49 & SR-317, Groveport, OH",39.825032,-83.08994
71289,7-ELEVEN #38835,I-75 EXIT 139,Fort Myers,FL,225,3.599,"I-75 EXIT 139, Fort Myers, FL",26.685413,-81.670508
71290,LOVES TRAVEL STOP #808,"US-19/SR-3, EXIT 3 & US-82",Albany,GA,10,3.789,"US-19/SR-3, EXIT 3 & US-82, Albany, GA",31.590219,-84.173743
71291,HUCKS FOOD & FUEL #351 DBA ONE9 #1286,"I-57, Exit 116",Salem                                   ,IL,574,3.239,"I-57, Exit 116, Salem , IL",38.643793,-88.974839
71291,HUCKS FOOD & FUEL #351 DBA ONE9 #1286,"I-57, Exit 116",Salem                                   ,IL,574,3.139,"I-57, Exit 116, Salem , IL",38.643793,-88.974839
71291,HUCKS FOOD & FUEL #351,"I-57, Exit 116",Salem                                   ,IL,574,3.139,"I-57, Exit 116, Salem , IL",38.643793,-88.974839
71291,HUCKS FOOD & FUEL #351,"I-57, Exit 116",Salem                                   ,IL,574,3.099,"I-57, Exit 116, Salem , IL",38.643793,-88.974839
71295,MOUNTAINEER MART #33,US-33/119,Buckhannon,WV,44,3.899,"US-33/119, Buckhannon, WV",39.0093968,-80.3383916
71298,QUIKTRIP #1923,"I-45, EXIT 229",Corsicana,TX,641,2.849,"I-45, EXIT 229, Corsicana, TX",32.071666,-96.447318
71299,QUIKTRIP #7903,"I-35, EXIT 331",Waco,TX,765,2.95566666,"I-35, EXIT 331, Waco, TX",31.537093,-97.164512
71300,SPEEDWAY #1407,"I-94, EXIT 145",Jackson,MI,385,3.599,"I-94, EXIT 145, Jackson, MI",42.24587,-84.40135
71300,SPEEDWAY #1407,"I-94, EXIT 145",Jackson,MI,385,3.549,"I-94, EXIT 145, Jackson, MI",42.24587,-84.40135
71301,Atlanta IL Visitors Center,I-55 EXIT 140,Atlanta,IL,280,3.399,"I-55 EXIT 140, Atlanta, IL",40.510335,-88.953397
71302,KWIK STAR #1107,I-380 EXIT 18 ,Cedar Rapids,IA,380,3.574,"I-380 EXIT 18 , Cedar Rapids, IA",42.00833,-91.64407
71303,KWIK TRIP #1132,SR-21 ,Omro,WI,582,3.37733333,"SR-21 , Omro, WI",44.050782,-88.754887
71305,AMIGO'S COUNTRY STORE,"I-35, EXIT 122 & SR-173",Devine,TX,740,3.099,"I-35, EXIT 122 & SR-173, Devine, TX",27.507843,-99.502716
71307,Speedway #1221,"I-24/69, EXIT 27 & US-62",Calvert City,KY,415,3.449,"I-24/69, EXIT 27 & US-62, Calvert City, KY",37.008941,-84.623106
71308,QUIKTRIP #7145,"I-40, EXIT 239A",Lebanon,TN,460,2.91566666,"I-40, EXIT 239A, Lebanon, TN",36.321481,-86.206727
71309,SUGAR CROSSING CONVENIENCE,US-33 & CR-63,Lancaster,OH,315,3.38233333,"US-33 & CR-63, Lancaster, OH",39.856318,-83.054175
71310,CIRCLE K #2722120,US-441/27,Summerfield,FL,140,3.52566666,"US-441/27, Summerfield, FL",29.020353,-82.015345
71311,CIRCLE K #708,"I-85, EXIT 64 & US-29",Opelika,AL,50,3.26566666,"I-85, EXIT 64 & US-29, Opelika, AL",32.820062,-85.259577
71313,LOVES TRAVEL STOP  #821,"US-70, Exit W Main St",Durant,OK,253,3.489,"US-70, Exit W Main St, Durant, OK",33.986761,-96.355517
71314,Loves Travel Stop  #806,I-20 Exit 124,Monroe,LA,760,3.16733333,"I-20 Exit 124, Monroe, LA",32.512979,-92.099759
71315,KWIK TRIP #1062,SR-33 ,West Bend                               ,WI,444,3.55566666,"SR-33 , West Bend , WI",43.443839,-88.19631
71316,KWIK TRIP #1084,SR-97,Marshfield,WI,395,3.47566666,"SR-97, Marshfield, WI",44.466554,-90.02136
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.449,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.379,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.489,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.549,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.649,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71318,LOVES TRAVEL STOP  #800,SR-83 ,Elk Grove Village,IL,290,3.589,"SR-83 , Elk Grove Village, IL",42.00865,-87.99736
71319,LOVES TRAVEL STOP #868,"I-95, EXIT 223 ",Mims,FL,143,3.689,"I-95, EXIT 223 , Mims, FL",29.083952,-81.643609
71320,TA EXPRESS EDGERTON #284,I-35 EXIT 205 ,Edgerton,KS,400,3.699,"I-35 EXIT 205 , Edgerton, KS",38.567855,-95.297545
71321,Kwik Star #1119,US-18 ,Emmetsburg                              ,IA,433,3.449,"US-18 , Emmetsburg , IA",43.11206,-94.609251
71322,KWIK TRIP #1101,US-141,Crivitz,WI,582,3.304,"US-141, Crivitz, WI",45.217821,-87.9967212
71323,MAVERIK COUNTRY STORE #517,SR-114 & E MILL RD,Orem,UT,835,3.44066666,"SR-114 & E MILL RD, Orem, UT",40.499472,-111.39535
71324,7-ELEVEN #38992,"I-85/US-29, EXIT 40 & I-185, EXIT 12",Piedmont,SC,30,3.499,"I-85/US-29, EXIT 40 & I-185, EXIT 12, Piedmont, SC",34.721175,-82.457627
71325,QUIKTRIP #7223,"I-20, EXIT 23 & SR-782-2",Bossier City,LA,745,2.89233333,"I-20, EXIT 23 & SR-782-2, Bossier City, LA",32.510238,-92.206104
71326,CIRCLE K #4705730,"I-480 & SR-82, EXIT 36",Twinsburg,OH,249,3.989,"I-480 & SR-82, EXIT 36, Twinsburg, OH",41.437933,-82.201146
71327,MAVERIK COUNTRY STORE #668,"I-80, EXIT 313",Laramie,WY,795,3.24566666,"I-80, EXIT 313, Laramie, WY",41.326975,-105.596042
71328,IRVING,US-1  ,Norwood,MA,170,3.694,"US-1 , Norwood, MA",42.2116445,-71.1832615
71329,SPEEDWAY #1439,I-20 Exit 100,Mc Calla,AL,615,2.90233333,"I-20 Exit 100, Mc Calla, AL",31.305118,-85.761099
71330,JORDAN MINI MART,SR- 31 & CR-59,Jordan,NY,220,3.799,"SR- 31 & CR-59, Jordan, NY",43.066776,-76.482058
71330,JORDAN MINI MART,SR- 31 & CR-59,Jordan,NY,220,3.859,"SR- 31 & CR-59, Jordan, NY",43.066776,-76.482058
71331,KWIK TRIP #1106,SR-13 & SR-64,Medford,WI,395,3.42233333,"SR-13 & SR-64, Medford, WI",45.164705,-90.445798
71332,ALLSUPS CONVENIENCE STORE #2308,SR-128 & SR-18,Jal,NM,710,3.129,"SR-128 & SR-18, Jal, NM",32.094646,-103.193924
71333,ALLSUPS CONVENIENCE STORE #2105,"I-20, EXIT 332 & US-183",Cisco,TX,575,2.929,"I-20, EXIT 332 & US-183, Cisco, TX",32.37476,-98.999307
71334,ALLSUPS CONVENIENCE STORE #2278,SR-302 & SR-18,Kermit,TX,710,3.089,"SR-302 & SR-18, Kermit, TX",31.808357,-103.1135
71335,ALLSUPS CONVENIENCE STORE #2367,"I-27/US-87, EXIT 49B & US-70",Plainview,TX,585,2.909,"I-27/US-87, EXIT 49B & US-70, Plainview, TX",34.207827,-101.712905
71336,ALLSUPS CONVENIENCE STORE #2180,US-84 & US-180,Snyder,TX,612,2.98566666,"US-84 & US-180, Snyder, TX",32.704571,-100.869944
71337,ALLSUPS CONVENIENCE STORE #2229,US-377 & SR-108,Stephenville,TX,630,3.159,"US-377 & SR-108, Stephenville, TX",32.321348,-98.108828
71338,KWIK TRIP #755,US-18 ,Fennimore                               ,WI,335,3.424,"US-18 , Fennimore , WI",42.9881957,-90.6556091
71339,CASEYS #3934,"I-35, EXIT 89 & CO-R6F",Ankeny,IA,320,3.099,"I-35, EXIT 89 & CO-R6F, Ankeny, IA",41.787324,-93.570645
71340,KWIK TRIP #180,US-14/SR-68,New Ulm,MN,425,3.349,"US-14/SR-68, New Ulm, MN",44.259924,-94.511407
71341,QUIKTRIP #7147,"I-40, EXIT 172 & SR-46",Dickson,TN,460,2.91566666,"I-40, EXIT 172 & SR-46, Dickson, TN",35.78188,-87.467016
71342,CASEYS #3505,US-212 ,Stewart                                 ,MN,425,3.369,"US-212 , Stewart , MN",44.720364,-94.488856
71343,ALLSUPS CONVENIENCE STORE #2014,US-377/US-67,Dublin,TX,630,3.159,"US-377/US-67, Dublin, TX",32.0936176,-98.3681364
71344,ALLSUPS CONVENIENCE STORE #2061,US-84 & US-380,Post,TX,700,2.944,"US-84 & US-380, Post, TX",33.178033,-101.370811
71345,ALLSUPS CONVENIENCE STORE #2084,US-377 & CR-234,Brownwood,TX,575,2.949,"US-377 & CR-234, Brownwood, TX",31.775393,-98.99153
71346,ALLSUPS CONVENIENCE STORE #2094,US-277 & US-83,Abilene,TX,575,2.889,"US-277 & US-83, Abilene, TX",32.520711,-99.752952
71347,ALLSUPS CONVENIENCE STORE #2128,"I-20, EXIT 301 & CR-276",Clyde,TX,575,2.889,"I-20, EXIT 301 & CR-276, Clyde, TX",32.415155,-99.508303
71348,ALLSUPS CONVENIENCE STORE #2142,US-62/US-180,Hobbs,NM,593,3.38233333,"US-62/US-180, Hobbs, NM",32.696628,-103.1557778
71349,ALLSUPS CONVENIENCE STORE #2204,SR-115 & CR-201,Wink,TX,710,3.089,"SR-115 & CR-201, Wink, TX",31.755315,-103.155748
71350,ALLSUPS CONVENIENCE STORE #2206,US-385 & SR-176,Andrews,TX,710,3.39233333,"US-385 & SR-176, Andrews, TX",32.370377,-102.523255
71351,ALLSUPS CONVENIENCE STORE #2207,US-377/US-67 & SR-36,Comanche,TX,575,3.159,"US-377/US-67 & SR-36, Comanche, TX",31.979672,-98.513844
71352,ALLSUPS CONVENIENCE STORE #2223,US-285 & SR-357,Artesia,NM,700,3.399,"US-285 & SR-357, Artesia, NM",32.771797,-104.219669
71353,ALLSUPS CONVENIENCE STORE #2246,US-84 & SR-268,Melrose,NM,585,3.81233333,"US-84 & SR-268, Melrose, NM",34.50512,-103.564506
71354,ALLSUPS CONVENIENCE STORE #2247,US-377 & SR-16,Comanche,TX,575,3.16233333,"US-377 & SR-16, Comanche, TX",31.9697938,-98.4492536
71355,ALLSUPS CONVENIENCE STORE #2249,US-377 & US-281 ,Stephenville,TX,630,3.159,"US-377 & US-281 , Stephenville, TX",32.202094,-98.183096
71356,ALLSUPS CONVENIENCE STORE #2266,I-20 & US-285 ,Pecos,TX,710,3.379,"I-20 & US-285 , Pecos, TX",30.4543221,-102.4762319
71357,ALLSUPS CONVENIENCE STORE #2279,SR-115 & SR-18,Kermit,TX,710,3.089,"SR-115 & SR-18, Kermit, TX",31.808357,-103.1135
71358,ALLSUPS CONVENIENCE STORE #2285,US-285 & US-62,Carlsbad,NM,593,3.194,"US-285 & US-62, Carlsbad, NM",32.428767,-104.1965093
71359,ALLSUPS CONVENIENCE STORE #2350,"I-20, EXIT 285 & US-83",Abilene,TX,575,2.87566666,"I-20, EXIT 285 & US-83, Abilene, TX",32.473196,-99.693064
71360,ALLSUPS CONVENIENCE STORE #2353,US-76/US-277,San Angelo,TX,612,3.19566666,"US-76/US-277, San Angelo, TX",31.4874714,-100.3813129
71361,ALLSUPS CONVENIENCE STORE #2358,US-277/US-87,Wall,TX,612,3.20566666,"US-277/US-87, Wall, TX",31.373642,-100.2636229
71362,ALLSUPS CONVENIENCE STORE #2359,US-377/US-67 & CR-498,Stephenville,TX,630,3.159,"US-377/US-67 & CR-498, Stephenville, TX",32.215735,-98.561299
71363,ALLSUPS CONVENIENCE STORE #2360,FM-988 & FM-8,Stephenville,TX,630,3.159,"FM-988 & FM-8, Stephenville, TX",32.2151909,-98.2421017
71364,QUICK FUEL #3188,I-75 ,Sidney,OH,317,3.33233333,"I-75 , Sidney, OH",40.260456,-84.18283
71365,COLES BP,SR 49,Brownsville,WI,582,3.099,"SR 49, Brownsville, WI",44.337232,-89.750586
71366,AMOCO,SR 31,Kenosha,WI,444,3.719,"SR 31, Kenosha, WI",42.655702,-87.876295
71367,ROAD RANGER #280,"I-20, EXIT 79 & SR-464",Monahans,TX,710,3.459,"I-20, EXIT 79 & SR-464, Monahans, TX",31.588165,-102.917133
71368,Kwik Star #1071,I-280 E and US-61 N,Davenport,IA,270,3.324,"I-280 E and US-61 N, Davenport, IA",41.521038,-90.574849
71369,MR GAS TRAVEL CENTER #21,I-84 EXIT 59A,Boise,ID,785,3.69566666,"I-84 EXIT 59A, Boise, ID",43.603768,-116.272921
71370,MAVERIK COUNTRY STORE #645,"I-40, Exit 16",Gallup,NM,580,3.159,"I-40, Exit 16, Gallup, NM",35.5290936,-108.7494522
71371,BREAK TIME #3167,US-65 & HWY-HH,Sedalia,MO,310,3.294,"US-65 & HWY-HH, Sedalia, MO",38.757436,-93.132069
71372,Simonson Station,US-71 & SR-34,Park Rapids,MN,458,3.599,"US-71 & SR-34, Park Rapids, MN",46.984699,-95.09935
71376,7-ELEVEN #41127,SR-29,Labelle,FL,95,3.559,"SR-29, Labelle, FL",26.690881,-81.448873
71377,7-ELEVEN #38485,I-76 Exit 25,Brighton,CO,800,3.599,"I-76 Exit 25, Brighton, CO",40.007715,-104.813689
71378,QUIKTRIP #1410,"I-10, EXIT 136B & SR-202, EXIT 78A",Phoenix,AZ,930,3.369,"I-10, EXIT 136B & SR-202, EXIT 78A, Phoenix, AZ",33.44838,-112.07404
71379,QUIKTRIP #7211,"I-30/US-67/US-70, EXIT 128 ",Little Rock,AR,695,3.049,"I-30/US-67/US-70, EXIT 128 , Little Rock, AR",34.741951,-92.262985
71381,KWIK TRIP #1112,US-63 & SR-77,Hayward,WI,295,3.639,"US-63 & SR-77, Hayward, WI",45.955223,-91.278308
71382,KWIK TRIP #346,US-151 BUS & CR-G/CR-D,Beaver Dam,WI,582,3.19566666,"US-151 BUS & CR-G/CR-D, Beaver Dam, WI",45.66604,-88.962704
71383,Caseys #3940,I-69 & SR 4,Ashley,IN,465,3.59733333,"I-69 & SR 4, Ashley, IN",41.5271264,-85.0599065
71384,CASEYS #3944,I-29 & CR-106,Tea,SD,530,3.199,"I-29 & CR-106, Tea, SD",43.4610255,-96.838698
71385,CASEYS #3907,I-675 & SR-235,Fairborn,OH,411,3.679,"I-675 & SR-235, Fairborn, OH",39.764795,-83.950264
71386,CASEYS #3952,SR-1 & SR-9,Hoopeston,IL,368,3.249,"SR-1 & SR-9, Hoopeston, IL",41.261994,-87.841718
71386,CASEYS #3952,SR-1 & SR-9,Hoopeston,IL,368,3.259,"SR-1 & SR-9, Hoopeston, IL",41.261994,-87.841718
71386,CASEYS #3952,SR-1 & SR-9,Hoopeston,IL,368,3.189,"SR-1 & SR-9, Hoopeston, IL",41.261994,-87.841718
71386,CASEYS #3952,SR-1 & SR-9,Hoopeston,IL,368,3.239,"SR-1 & SR-9, Hoopeston, IL",41.261994,-87.841718
71387,CASEYS #3954,"I-80, Exit 168",Newton,IA,320,3.249,"I-80, Exit 168, Newton, IA",41.580022,-93.443198
71388,CASEYS #3850,US HWY 77 ,Wahoo,NE,319,3.174,"US HWY 77 , Wahoo, NE",41.2348366,-96.6052295
71389,SPEEDWAY #1590,"I-95, EXIT 193",Dillon,SC,205,3.12566666,"I-95, EXIT 193, Dillon, SC",34.422187,-79.341359
71390,SPEEDWAY #7269,I-270 EXIT 6B,Granite City,IL,540,3.519,"I-270 EXIT 6B, Granite City, IL",40.530846,-90.76328
71390,SPEEDWAY #7269,I-270 EXIT 6B,Granite City,IL,540,3.379,"I-270 EXIT 6B, Granite City, IL",40.530846,-90.76328
71390,SPEEDWAY #7269,I-270 EXIT 6B,Granite City,IL,540,3.459,"I-270 EXIT 6B, Granite City, IL",40.530846,-90.76328
71391,QUIKTRIP #7210,I-40 EXIT 142,North Little Rock,AR,695,3.049,"I-40 EXIT 142, North Little Rock, AR",34.792107,-92.189872
71392,Loves Travel Stop #834,SR 17 & SR 1,Grant Park,IL,290,3.329,"SR 17 & SR 1, Grant Park, IL",41.292297,-87.626515
71392,Loves Travel Stop #834,SR 17 & SR 1,Grant Park,IL,290,3.379,"SR 17 & SR 1, Grant Park, IL",41.292297,-87.626515
71393,CASEYS #3303,HWY 15 AND HWY 55,Kimball,MN,451,3.199,"HWY 15 AND HWY 55, Kimball, MN",45.315639,-94.300429
71394,QUIKTRIP #955,"I-35W, EXIT 26A & US-67",Alvarado,TX,630,2.97566666,"I-35W, EXIT 26A & US-67, Alvarado, TX",33.336729,-97.18133
71395,KWIK TRIP #340,US-18 & SR-23,Dodgeville,WI,420,3.489,"US-18 & SR-23, Dodgeville, WI",43.007063,-90.192522
71397,RACEWAY #6971,US-82/SR-520,Leesburg,GA,10,3.109,"US-82/SR-520, Leesburg, GA",31.763715,-84.160359
71398,KWIK STAR #1089,SR 415,Polk City,IA,320,3.159,"SR 415, Polk City, IA",41.764357,-93.717053
71399,Loves Travel Stop  #809,"I-70 & MO Hwy D, Exit 31",Bates City,MO,400,3.22066666,"I-70 & MO Hwy D, Exit 31, Bates City, MO",39.02102,-94.06823
71401,KWIK TRIP #1169,"I-694, EXIT 52B & SR-36",Saint Paul,MN,448,3.51566666,"I-694, EXIT 52B & SR-36, Saint Paul, MN",44.97048,-92.958847
71402,FIREBIRD FUEL #6196,US-60 & SR-303,Surprise,AZ,930,3.383,"US-60 & SR-303, Surprise, AZ",33.640996,-112.37833
71404,Flyers #3200,"I-17, Exit 215B",Phoenix,AZ,930,3.35233333,"I-17, Exit 215B, Phoenix, AZ",33.44838,-112.07404
71405,FLYERS #3201,"US-60, Exit 157",Phoenix,AZ,930,3.369,"US-60, Exit 157, Phoenix, AZ",33.44838,-112.07404
71406,FLYERS #3203,"I-10, Exit 139",Phoenix,AZ,930,3.319,"I-10, Exit 139, Phoenix, AZ",33.44838,-112.07404
71407,FLYERS #3204,SR 202,Phoenix,AZ,930,3.35233333,"SR 202, Phoenix, AZ",33.4481398,-112.0950502
71408,Flyers #3205,"I-17, Exit 195B",Phoenix,AZ,930,3.38233333,"I-17, Exit 195B, Phoenix, AZ",33.44838,-112.07404
71410,Flyers #3213,"US-60, Exit 181",Mesa,AZ,930,3.35233333,"US-60, Exit 181, Mesa, AZ",33.212066,-111.692431
71411,Flyers #3214,"I-10, Exit 161C",Chandler,AZ,930,3.35233333,"I-10, Exit 161C, Chandler, AZ",33.238711,-111.729171
71412,FLYERS #3215,SR 87,Chandler,AZ,930,3.35233333,"SR 87, Chandler, AZ",33.2404008,-111.8412983
71413,Flyers #3216,"US 60, Exit 194",Apache Junction,AZ,930,3.42233333,"US 60, Exit 194, Apache Junction, AZ",33.386474,-111.554465
71416,FLYERS #3225,"I-10, Exit 255",Tucson,AZ,980,3.359,"I-10, Exit 255, Tucson, AZ",32.186447,-110.965277
71417,Flyers #3227,"I-10, Exit 263A",Tucson,AZ,980,3.35566666,"I-10, Exit 263A, Tucson, AZ",32.186447,-110.965277
71418,Quick Fuel #3228,"I-10, Exit 264",Tucson,AZ,980,3.36233333,"I-10, Exit 264, Tucson, AZ",32.186447,-110.965277
71421,FLYERS #3236,"SR 601, Exit 22",El Paso,TX,640,3.229,"SR 601, Exit 22, El Paso, TX",31.819156,-106.389394
71428,KWIK TRIP #1140,SR-69/SR-92 & HWY-CC,Belleville,WI,420,3.604,"SR-69/SR-92 & HWY-CC, Belleville, WI",42.810886,-89.555715
71429,QUIKTRIP #1432,SR 202 EXIT 76,Phoenix,AZ,930,3.369,"SR 202 EXIT 76, Phoenix, AZ",33.44838,-112.07404
71430,QUIKTRIP #7144, US-31W,Goodlettsville,TN,460,2.91566666," US-31W, Goodlettsville, TN",36.3365563,-86.717192
71433,Kwik Star #1146,US HWY 151,Cedar Rapids,IA,380,3.624,"US HWY 151, Cedar Rapids, IA",41.9261931,-91.6032328
71434,KWIK STAR #1154,"SR 18 & SR 60, Exit 34",Sheldon,IA,433,3.199,"SR 18 & SR 60, Exit 34, Sheldon, IA",43.186022,-95.834652
71435,QUIKTRIP #1036,I-85 Exit 40,Charlotte,NC,46,3.304,"I-85 Exit 40, Charlotte, NC",35.362668,-80.719374
71436,GOOD 2 GO #213,I-90 EXIT 58 & US-16,Buffalo,WY,836,3.525,"I-90 EXIT 58 & US-16, Buffalo, WY",44.862839,-107.30128
71437,GOOD 2 GO #121,I-15 EXIT 113,Idaho Falls,ID,825,3.479,"I-15 EXIT 113, Idaho Falls, ID",43.487617,-112.041467
71438,LOVES TRAVEL STOP #893,US-80 & SR-307,Savannah,GA,195,3.289,"US-80 & SR-307, Savannah, GA",32.074679,-81.088261
71439,LOVES TRAVEL STOP #802,I-10 EXIT 26,Milton,FL,20,3.339,"I-10 EXIT 26, Milton, FL",30.60069,-87.144571
71440,MAVERIK COUNTRY STORE #667,"I-90, EXIT 289 & SR-27",Spokane,WA,970,3.989,"I-90, EXIT 289 & SR-27, Spokane, WA",47.66264,-117.435997
71440,MAVERIK COUNTRY STORE #667,"I-90, EXIT 289 & SR-27",Spokane,WA,970,3.999,"I-90, EXIT 289 & SR-27, Spokane, WA",47.66264,-117.435997
71440,MAVERIK COUNTRY STORE #667,"I-90, EXIT 289 & SR-27",Spokane,WA,970,3.969,"I-90, EXIT 289 & SR-27, Spokane, WA",47.66264,-117.435997
71440,MAVERIK COUNTRY STORE #667,"I-90, EXIT 289 & SR-27",Spokane,WA,970,3.979,"I-90, EXIT 289 & SR-27, Spokane, WA",47.66264,-117.435997
71441,MAVERIK COUNTRY STORE #678,US-191,Vernal,UT,835,3.44233333,"US-191, Vernal, UT",40.472136,-109.528849
71442,RACETRAC #2597,"I-65, EXIT 91 & US-31W",Elizabethtown,KY,415,2.919,"I-65, EXIT 91 & US-31W, Elizabethtown, KY",37.455202,-85.89214
71443,LOVES TRAVEL STOP #810,US-33 & SR-540,Bellefontaine,OH,411,3.35233333,"US-33 & SR-540, Bellefontaine, OH",40.3709468,-83.7250171
71444,One9 #1318,"I-44, Exit 88",Strafford,MO,416,2.98566666,"I-44, Exit 88, Strafford, MO",37.352889,-93.159379
71445,SPEEDWAY #1051,I-90 & I-94 Exit 69,Mauston,WI,420,3.299,"I-90 & I-94 Exit 69, Mauston, WI",44.395143,-89.708081
71446,SPEEDWAY #4221,I-80 Exit 292,Davenport,IA,320,3.749,"I-80 Exit 292, Davenport, IA",41.521038,-90.574849
71447,KWIK TRIP #612,SR-116 ,Winneconne                              ,WI,582,3.53233333,"SR-116 , Winneconne , WI",44.124886,-88.745129
71449,MAVERIK COUNTRY STORE #628,I-15 & CR-215,Las Vegas                               ,NV,910,3.35566666,"I-15 & CR-215, Las Vegas , NV",36.144922,-115.170312
71450,MAVERIK COUNTRY STORE #664,I-25 EXIT 203 ,Los Lunas,NM,580,3.20233333,"I-25 EXIT 203 , Los Lunas, NM",34.669323,-106.774409
71452,ALLSUPS CONVENIENCE STORE #2016,SR-214 & SR-114,Morton,TX,700,3.399,"SR-214 & SR-114, Morton, TX",33.667497,-102.690997
71453,ALLSUPS CONVENIENCE STORE #2025,US-285,Roswell,NM,593,3.28566666,"US-285, Roswell, NM",33.4035702,-104.522722
71454,ALLSUPS CONVENIENCE STORE #2036,SR-18,Hobbs,NM,593,3.399,"SR-18, Hobbs, NM",32.707667,-103.1311314
71455,ALLSUPS CONVENIENCE STORE #2043,US-62,Idalou,TX,700,2.96566666,"US-62, Idalou, TX",33.6669636,-101.6712318
71456,ALLSUPS CONVENIENCE STORE #2058,"I-40, Exit 332 & SR-209",Tucumcari,NM,585,3.355,"I-40, Exit 332 & SR-209, Tucumcari, NM",35.151496,-103.77566
71457,ALLSUPS CONVENIENCE STORE #2075,US-70 & SR-6,Crowell,TX,770,3.199,"US-70 & SR-6, Crowell, TX",33.982378,-99.581902
71458,ALLSUPS CONVENIENCE STORE #2082,SR-70,Spur,TX,700,3.199,"SR-70, Spur, TX",33.47648,-100.85569
71460,ALLSUPS CONVENIENCE STORE #2101,SR-136,Fritch,TX,585,3.149,"SR-136, Fritch, TX",35.663213,-101.575988
